cluster_rep,size
seed4_row106668,1
seed4_row106669,1
seed4_row106671,1
seed4_row106673,1
seed4_row106680,2
seed4_row106687,1
seed4_row106691,1
seed4_row106692,1
seed4_row106693,1
seed4_row106696,1
seed4_row106700,1
seed4_row106707,1
seed4_row106710,1
seed4_row106713,1
seed4_row106714,1
seed4_row106717,1
seed4_row106718,1
seed4_row106720,1
seed4_row106724,1
seed4_row106725,1
seed4_row106726,1
seed4_row106730,1
seed4_row106735,1
seed4_row106739,1
seed4_row106741,1
seed4_row106742,1
seed4_row106743,1
seed4_row106745,1
seed4_row106746,1
seed4_row106751,1
seed4_row106752,1
seed4_row106760,1
seed4_row106762,1
seed4_row106764,1
seed4_row106767,1
seed4_row106768,1
seed4_row106769,1
seed4_row106771,1
seed4_row106772,1
seed4_row106773,1
seed4_row106774,1
seed4_row106777,1
seed4_row106778,1
seed4_row106781,2
seed4_row106784,1
seed4_row106788,1
seed4_row106789,1
seed4_row106790,1
seed4_row106791,1
seed4_row106793,1
seed4_row106794,1
seed4_row106796,1
seed4_row106801,1
seed4_row106807,1
seed4_row106809,1
seed4_row106813,1
seed4_row106814,1
seed4_row106816,1
seed4_row106817,1
seed4_row106830,1
seed4_row106832,1
seed4_row106833,1
seed4_row106834,1
seed4_row106836,1
seed4_row106839,1
seed4_row106841,1
seed4_row106844,1
seed4_row106846,1
seed4_row106847,1
seed4_row106849,1
seed4_row106851,1
seed4_row106853,1
seed4_row106855,1
seed4_row106858,2
seed4_row106860,1
seed4_row106865,1
seed4_row106866,1
seed4_row106869,1
seed4_row106871,3
seed4_row106873,1
seed4_row106874,1
seed4_row106875,1
seed4_row106878,1
seed4_row106880,1
seed4_row106881,1
seed4_row106882,2
seed4_row106883,1
seed4_row106886,1
seed4_row106889,1
seed4_row106892,1
seed4_row106894,1
seed4_row106895,1
seed4_row106898,1
seed4_row106899,1
seed4_row106901,1
seed4_row106903,1
seed4_row106904,1
seed4_row106907,1
seed4_row106909,1
seed4_row106914,1
seed4_row106920,1
seed4_row106925,1
seed4_row106928,1
seed4_row106933,1
seed4_row106935,1
seed4_row106936,3
seed4_row106940,2
seed4_row106941,1
seed4_row106945,1
seed4_row106947,1
seed4_row106961,1
seed4_row106962,1
seed4_row106964,1
seed4_row106965,1
seed4_row106966,1
seed4_row106970,1
seed4_row106973,1
seed4_row106975,1
seed4_row106976,1
seed4_row106977,1
seed4_row106980,1
seed4_row106984,1
seed4_row106986,1
seed4_row106987,1
seed4_row106988,1
seed4_row106992,1
seed4_row106995,1
seed4_row106996,1
seed4_row106997,1
seed4_row106999,1
seed4_row107004,1
seed4_row107011,3
seed4_row107013,3
seed4_row107014,1
seed4_row107016,1
seed4_row107019,1
seed4_row107020,1
seed4_row107021,1
seed4_row107022,1
seed4_row107026,1
seed4_row107027,1
seed4_row107029,1
seed4_row107033,1
seed4_row107034,1
seed4_row107038,1
seed4_row107040,1
seed4_row107042,1
seed4_row107046,3
seed4_row107047,1
seed4_row107050,1
seed4_row107051,2
seed4_row107052,1
seed4_row107053,1
seed4_row107054,3
seed4_row107055,1
seed4_row107059,1
seed4_row107063,2
seed4_row107066,1
seed4_row107068,1
seed4_row107069,1
seed4_row107070,1
seed4_row107072,1
seed4_row107074,1
seed4_row107079,1
seed4_row107080,1
seed4_row107081,1
seed4_row107082,1
seed4_row107083,1
seed4_row107084,1
seed4_row107085,1
seed4_row107088,1
seed4_row107089,1
seed4_row107092,1
seed4_row107093,1
seed4_row107095,1
seed4_row107096,1
seed4_row107097,1
seed4_row107105,1
seed4_row107106,1
seed4_row107121,1
seed4_row107128,1
seed4_row107129,1
seed4_row107131,1
seed4_row107138,1
seed4_row107139,1
seed4_row107141,1
seed4_row107142,1
seed4_row107143,1
seed4_row107144,1
seed4_row107148,1
seed4_row107149,3
seed4_row107151,1
seed4_row107153,1
seed4_row107156,1
seed4_row107157,1
seed4_row107158,1
seed4_row107162,1
seed4_row107164,1
seed4_row107166,1
seed4_row107170,1
seed4_row107171,1
seed4_row107172,1
seed4_row107173,1
seed4_row107174,1
seed4_row107188,1
seed4_row107189,1
seed4_row107190,1
seed4_row107191,1
seed4_row107192,1
seed4_row107196,1
seed4_row107199,1
seed4_row107204,2
seed4_row107205,1
seed4_row107206,1
seed4_row107210,1
seed4_row107214,1
seed4_row107215,1
seed4_row107217,1
seed4_row107221,1
seed4_row107225,2
seed4_row107226,1
seed4_row107227,1
seed4_row107231,1
seed4_row107233,1
seed4_row107234,1
seed4_row107237,1
seed4_row107242,1
seed4_row107244,1
seed4_row107247,1
seed4_row107255,1
seed4_row107259,1
seed4_row107263,1
seed4_row107264,1
seed4_row107265,1
seed4_row107268,1
seed4_row107269,1
seed4_row107270,1
seed4_row107271,2
seed4_row107274,1
seed4_row107275,1
seed4_row107276,1
seed4_row107280,1
seed4_row107283,1
seed4_row107284,1
seed4_row107288,1
seed4_row107290,1
seed4_row107292,1
seed4_row107298,1
seed4_row107299,1
seed4_row107300,1
seed4_row107301,1
seed4_row107303,4
seed4_row107305,1
seed4_row107307,1
seed4_row107309,1
seed4_row107311,1
seed4_row107316,1
seed4_row107323,1
seed4_row107324,1
seed4_row107325,1
seed4_row107326,12
seed4_row107328,2
seed4_row107329,1
seed4_row107331,2
seed4_row107340,1
seed4_row107342,1
seed4_row107346,1
seed4_row107347,1
seed4_row107350,1
seed4_row107351,1
seed4_row107354,104
seed4_row107355,1
seed4_row107358,1
seed4_row107362,1
seed4_row107365,1
seed4_row107367,1
seed4_row107370,1
seed4_row107374,1
seed4_row107375,1
seed4_row107377,1
seed4_row107378,1
seed4_row107379,1
seed4_row107385,1
seed4_row107386,1
seed4_row107388,1
seed4_row107390,1
seed4_row107394,1
seed4_row107396,1
seed4_row107397,1
seed4_row107398,5
seed4_row107399,1
seed4_row107405,1
seed4_row107408,1
seed4_row107409,1
seed4_row107410,1
seed4_row107412,1
seed4_row107413,1
seed4_row107417,1
seed4_row107419,1
seed4_row107420,1
seed4_row107425,1
seed4_row107426,1
seed4_row107431,1
seed4_row107434,1
seed4_row107436,1
seed4_row107442,1
seed4_row107443,1
seed4_row107445,1
seed4_row107447,1
seed4_row107450,1
seed4_row107453,1
seed4_row107456,1
seed4_row107459,1
seed4_row107461,1
seed4_row107467,1
seed4_row107468,2
seed4_row107475,1
seed4_row107481,1
seed4_row107482,1
seed4_row107483,1
seed4_row107487,1
seed4_row107488,1
seed4_row107494,1
seed4_row107498,1
seed4_row107500,1
seed4_row107505,1
seed4_row107508,1
seed4_row107509,1
seed4_row107511,1
seed4_row107516,1
seed4_row107521,1
seed4_row107522,1
seed4_row107523,1
seed4_row107525,1
seed4_row107530,1
seed4_row107533,1
seed4_row107534,1
seed4_row107535,1
seed4_row107538,1
seed4_row107539,1
seed4_row107543,1
seed4_row107548,1
seed4_row107549,1
seed4_row107550,1
seed4_row107553,20
seed4_row107556,1
seed4_row107561,1
seed4_row107566,1
seed4_row107569,1
seed4_row107571,1
seed4_row107572,1
seed4_row107576,1
seed4_row107578,1
seed4_row107580,1
seed4_row107582,1
seed4_row107585,1
seed4_row107591,1
seed4_row107592,2
seed4_row107594,1
seed4_row107595,1
seed4_row107597,1
seed4_row107598,1
seed4_row107600,1
seed4_row107605,1
seed4_row107608,1
seed4_row107610,1
seed4_row107612,1
seed4_row107613,1
seed4_row107615,1
seed4_row107621,1
seed4_row107626,1
seed4_row107627,1
seed4_row107628,1
seed4_row107629,1
seed4_row107634,1
seed4_row107637,11
seed4_row107641,1
seed4_row107643,1
seed4_row107644,1
seed4_row107649,1
seed4_row107650,1
seed4_row107651,1
seed4_row107653,1
seed4_row107655,1
seed4_row107657,1
seed4_row107659,1
seed4_row107660,1
seed4_row107663,1
seed4_row107665,2
seed4_row107668,2
seed4_row107671,1
seed4_row107672,1
seed4_row107675,1
seed4_row107676,1
seed4_row107677,1
seed4_row107683,1
seed4_row107684,1
seed4_row107686,1
seed4_row107687,2
seed4_row107691,1
seed4_row107695,1
seed4_row107699,1
seed4_row107700,2
seed4_row107703,1
seed4_row107706,1
seed4_row107709,1
seed4_row107711,1
seed4_row107716,1
seed4_row107717,1
seed4_row107720,3
seed4_row107721,1
seed4_row107728,1
seed4_row107730,1
seed4_row107731,1
seed4_row107732,1
seed4_row107733,1
seed4_row107736,1
seed4_row107737,1
seed4_row107739,1
seed4_row107742,1
seed4_row107747,1
seed4_row107748,1
seed4_row107752,1
seed4_row107756,1
seed4_row107762,1
seed4_row107763,1
seed4_row107766,1
seed4_row107768,1
seed4_row107771,1
seed4_row107779,1
seed4_row107783,1
seed4_row107785,1
seed4_row107786,1
seed4_row107787,1
seed4_row107788,1
seed4_row107791,1
seed4_row107792,1
seed4_row107795,3
seed4_row107801,1
seed4_row107803,1
seed4_row107807,1
seed4_row107809,1
seed4_row107813,1
seed4_row107814,1
seed4_row107817,1
seed4_row107818,1
seed4_row107822,1
seed4_row107825,1
seed4_row107829,1
seed4_row107831,1
seed4_row107834,1
seed4_row107835,1
seed4_row107837,1
seed4_row107842,1
seed4_row107843,1
seed4_row107848,1
seed4_row107850,1
seed4_row107851,1
seed4_row107852,1
seed4_row107854,1
seed4_row107856,1
seed4_row107858,1
seed4_row107859,1
seed4_row107862,1
seed4_row107863,1
seed4_row107864,1
seed4_row107866,1
seed4_row107867,1
seed4_row107868,1
seed4_row107869,1
seed4_row107879,1
seed4_row107883,1
seed4_row107884,1
seed4_row107889,1
seed4_row107892,1
seed4_row107897,1
seed4_row107899,1
seed4_row107901,1
seed4_row107902,1
seed4_row107904,1
seed4_row107905,4
seed4_row107907,1
seed4_row107908,1
seed4_row107909,1
seed4_row107910,1
seed4_row107912,1
seed4_row107914,1
seed4_row107918,1
seed4_row107925,1
seed4_row107926,1
seed4_row107927,1
seed4_row107933,1
seed4_row107934,1
seed4_row107935,2
seed4_row107936,1
seed4_row107938,1
seed4_row107939,2
seed4_row107942,1
seed4_row107944,1
seed4_row107949,1
seed4_row107951,1
seed4_row107952,1
seed4_row107953,1
seed4_row107954,1
seed4_row107957,1
seed4_row107958,1
seed4_row107964,1
seed4_row107965,1
seed4_row107967,1
seed4_row107969,1
seed4_row107970,1
seed4_row107973,1
seed4_row107976,1
seed4_row107978,1
seed4_row107979,1
seed4_row107980,1
seed4_row107981,4
seed4_row107984,1
seed4_row107985,2
seed4_row107987,1
seed4_row107989,1
seed4_row107998,1
seed4_row107999,2
seed4_row108000,1
seed4_row108001,1
seed4_row108004,1
seed4_row108005,1
seed4_row108008,1
seed4_row108009,1
seed4_row108010,1
seed4_row108016,1
seed4_row108019,1
seed4_row108024,1
seed4_row108026,1
seed4_row108029,1
seed4_row108032,1
seed4_row108033,1
seed4_row108035,1
seed4_row108037,1
seed4_row108041,1
seed4_row108042,1
seed4_row108048,1
seed4_row108051,1
seed4_row108058,1
seed4_row108062,1
seed4_row108063,1
seed4_row108064,1
seed4_row108066,1
seed4_row108068,1
seed4_row108069,1
seed4_row108070,1
seed4_row108072,1
seed4_row108076,1
seed4_row108077,1
seed4_row108080,1
seed4_row108081,2
seed4_row108082,1
seed4_row108083,1
seed4_row108084,1
seed4_row108085,1
seed4_row108086,1
seed4_row108087,1
seed4_row108092,1
seed4_row108093,1
seed4_row108094,1
seed4_row108096,1
seed4_row108104,1
seed4_row108106,1
seed4_row108107,1
seed4_row108108,1
seed4_row108111,1
seed4_row108114,1
seed4_row108117,2
seed4_row108118,1
seed4_row108120,1
seed4_row108122,1
seed4_row108123,1
seed4_row108126,1
seed4_row108131,1
seed4_row108132,1
seed4_row108140,1
seed4_row108141,1
seed4_row108142,1
seed4_row108143,1
seed4_row108145,1
seed4_row108146,1
seed4_row108148,1
seed4_row108151,1
seed4_row108153,1
seed4_row108158,1
seed4_row108163,1
seed4_row108164,1
seed4_row108165,1
seed4_row108166,1
seed4_row108168,1
seed4_row108169,1
seed4_row108171,1
seed4_row108173,1
seed4_row108175,1
seed4_row108179,1
seed4_row108181,1
seed4_row108182,1
seed4_row108184,1
seed4_row108186,4
seed4_row108189,2
seed4_row108190,1
seed4_row108192,1
seed4_row108194,1
seed4_row108196,1
seed4_row108198,1
seed4_row108202,1
seed4_row108210,3
seed4_row108214,1
seed4_row108216,1
seed4_row108221,1
seed4_row108222,1
seed4_row108227,1
seed4_row108229,16
seed4_row108231,1
seed4_row108234,1
seed4_row108235,1
seed4_row108237,1
seed4_row108238,1
seed4_row108242,1
seed4_row108243,1
seed4_row108244,1
seed4_row108247,1
seed4_row108250,1
seed4_row108251,1
seed4_row108255,1
seed4_row108256,1
seed4_row108257,1
seed4_row108258,1
seed4_row108263,1
seed4_row108264,1
seed4_row108267,1
seed4_row108268,1
seed4_row108269,1
seed4_row108270,1
seed4_row108271,4
seed4_row108273,1
seed4_row108275,1
seed4_row108277,1
seed4_row108278,1
seed4_row108280,1
seed4_row108282,1
seed4_row108284,1
seed4_row108285,1
seed4_row108286,1
seed4_row108288,1
seed4_row108289,1
seed4_row108290,1
seed4_row108299,1
seed4_row108300,1
seed4_row108301,1
seed4_row108303,1
seed4_row108304,3
seed4_row108305,1
seed4_row108309,4
seed4_row108312,1
seed4_row108314,1
seed4_row108315,2
seed4_row108318,1
seed4_row108319,1
seed4_row108321,1
seed4_row108322,1
seed4_row108327,1
seed4_row108328,1
seed4_row108330,1
seed4_row108331,3
seed4_row108336,1
seed4_row108338,1
seed4_row108341,1
seed4_row108346,1
seed4_row108359,1
seed4_row108363,1
seed4_row108364,1
seed4_row108365,1
seed4_row108366,1
seed4_row108367,1
seed4_row108369,1
seed4_row108376,1
seed4_row108379,1
seed4_row108381,1
seed4_row108385,21
seed4_row108386,1
seed4_row108390,1
seed4_row108391,1
seed4_row108392,1
seed4_row108393,1
seed4_row108395,1
seed4_row108396,1
seed4_row108400,1
seed4_row108404,1
seed4_row108406,1
seed4_row108408,5
seed4_row108410,1
seed4_row108412,1
seed4_row108413,1
seed4_row108414,1
seed4_row108418,1
seed4_row108420,1
seed4_row108425,1
seed4_row108426,1
seed4_row108427,1
seed4_row108428,1
seed4_row108430,1
seed4_row108431,1
seed4_row108435,1
seed4_row108436,1
seed4_row108437,1
seed4_row108438,1
seed4_row108439,4
seed4_row108442,1
seed4_row108447,1
seed4_row108448,1
seed4_row108450,1
seed4_row108451,1
seed4_row108453,1
seed4_row108454,2
seed4_row108455,1
seed4_row108456,1
seed4_row108457,1
seed4_row108461,1
seed4_row108464,1
seed4_row108471,2
seed4_row108473,1
seed4_row108474,1
seed4_row108475,1
seed4_row108476,1
seed4_row108477,1
seed4_row108478,1
seed4_row108479,1
seed4_row108482,1
seed4_row108483,1
seed4_row108486,1
seed4_row108488,1
seed4_row108492,2
seed4_row108496,1
seed4_row108497,1
seed4_row108498,1
seed4_row108499,1
seed4_row108500,1
seed4_row108501,1
seed4_row108503,1
seed4_row108507,1
seed4_row108511,1
seed4_row108520,1
seed4_row108521,1
seed4_row108522,1
seed4_row108523,1
seed4_row108524,1
seed4_row108527,1
seed4_row108528,1
seed4_row108530,1
seed4_row108534,1
seed4_row108539,1
seed4_row108541,1
seed4_row108546,1
seed4_row108547,1
seed4_row108552,3
seed4_row108554,1
seed4_row108558,1
seed4_row108561,1
seed4_row108566,1
seed4_row108568,1
seed4_row108571,1
seed4_row108575,1
seed4_row108578,1
seed4_row108579,1
seed4_row108583,1
seed4_row108589,1
seed4_row108591,1
seed4_row108593,1
seed4_row108597,2
seed4_row108598,1
seed4_row108601,1
seed4_row108606,1
seed4_row108607,1
seed4_row108609,1
seed4_row108611,1
seed4_row108614,1
seed4_row108616,1
seed4_row108617,1
seed4_row108619,1
seed4_row108620,2
seed4_row108621,1
seed4_row108623,1
seed4_row108624,1
seed4_row108625,1
seed4_row108627,1
seed4_row108630,1
seed4_row108632,1
seed4_row108638,1
seed4_row108639,1
seed4_row108641,2
seed4_row108643,1
seed4_row108644,1
seed4_row108647,1
seed4_row108649,1
seed4_row108650,1
seed4_row108658,1
seed4_row108660,1
seed4_row108661,1
seed4_row108663,1
seed4_row108666,1
seed4_row108667,1
seed4_row108668,1
seed4_row108670,1
seed4_row108673,1
seed4_row108675,1
seed4_row108679,1
seed4_row108682,1
seed4_row108683,1
seed4_row108684,1
seed4_row108685,1
seed4_row108689,1
seed4_row108690,1
seed4_row108694,1
seed4_row108695,1
seed4_row108700,3
seed4_row108701,1
seed4_row108702,1
seed4_row108703,1
seed4_row108707,1
seed4_row108710,1
seed4_row108712,2
seed4_row108715,1
seed4_row108722,1
seed4_row108724,1
seed4_row108726,1
seed4_row108729,1
seed4_row108731,1
seed4_row108734,1
seed4_row108735,1
seed4_row108738,1
seed4_row108740,1
seed4_row108743,1
seed4_row108744,2
seed4_row108748,1
seed4_row108750,1
seed4_row108751,1
seed4_row108753,1
seed4_row108755,1
seed4_row108757,2
seed4_row108761,1
seed4_row108762,1
seed4_row108765,1
seed4_row108766,2
seed4_row108770,1
seed4_row108772,1
seed4_row108773,1
seed4_row108775,1
seed4_row108777,1
seed4_row108780,1
seed4_row108781,2
seed4_row108783,1
seed4_row108785,2
seed4_row108790,1
seed4_row108794,1
seed4_row108795,1
seed4_row108796,1
seed4_row108797,1
seed4_row108798,1
seed4_row108800,1
seed4_row108803,1
seed4_row108804,1
seed4_row108807,1
seed4_row108810,1
seed4_row108811,1
seed4_row108812,1
seed4_row108815,1
seed4_row108818,1
seed4_row108820,1
seed4_row108824,1
seed4_row108828,1
seed4_row108830,1
seed4_row108833,1
seed4_row108835,1
seed4_row108836,1
seed4_row108839,1
seed4_row108845,1
seed4_row108846,1
seed4_row108852,1
seed4_row108853,1
seed4_row108859,1
seed4_row108863,2
seed4_row108865,1
seed4_row108868,1
seed4_row108869,1
seed4_row108870,1
seed4_row108873,1
seed4_row108880,1
seed4_row108882,1
seed4_row108885,1
seed4_row108886,1
seed4_row108888,1
seed4_row108889,1
seed4_row108893,1
seed4_row108896,1
seed4_row108898,1
seed4_row108899,1
seed4_row108900,1
seed4_row108901,1
seed4_row108902,1
seed4_row108905,1
seed4_row108906,1
seed4_row108908,1
seed4_row108909,1
seed4_row108911,1
seed4_row108912,1
seed4_row108918,1
seed4_row108921,1
seed4_row108922,1
seed4_row108923,1
seed4_row108924,1
seed4_row108925,1
seed4_row108928,1
seed4_row108930,1
seed4_row108934,1
seed4_row108935,1
seed4_row108938,1
seed4_row108944,1
seed4_row108947,1
seed4_row108949,1
seed4_row108953,1
seed4_row108957,1
seed4_row108958,1
seed4_row108960,1
seed4_row108961,1
seed4_row108966,1
seed4_row108967,1
seed4_row108968,1
seed4_row108970,1
seed4_row108971,1
seed4_row108972,2
seed4_row108974,1
seed4_row108976,1
seed4_row108977,1
seed4_row108978,1
seed4_row108982,1
seed4_row108983,1
seed4_row108987,1
seed4_row108990,1
seed4_row108991,1
seed4_row108993,1
seed4_row108995,1
seed4_row108996,1
seed4_row108997,1
seed4_row108999,1
seed4_row109000,1
seed4_row109001,1
seed4_row109004,2
seed4_row109006,1
seed4_row109009,1
seed4_row109010,1
seed4_row109012,2
seed4_row109017,1
seed4_row109018,1
seed4_row109019,1
seed4_row109020,1
seed4_row109027,1
seed4_row109031,1
seed4_row109032,1
seed4_row109036,2
seed4_row109039,1
seed4_row109040,1
seed4_row109041,1
seed4_row109044,1
seed4_row109046,1
seed4_row109048,1
seed4_row109051,1
seed4_row109054,1
seed4_row109056,1
seed4_row109057,1
seed4_row109058,1
seed4_row109060,2
seed4_row109061,1
seed4_row109062,1
seed4_row109063,2
seed4_row109065,1
seed4_row109067,1
seed4_row109069,1
seed4_row109072,1
seed4_row109074,1
seed4_row109082,1
seed4_row109084,1
seed4_row109087,1
seed4_row109095,1
seed4_row109096,1
seed4_row109097,1
seed4_row109098,1
seed4_row109099,1
seed4_row109100,1
seed4_row109104,1
seed4_row109106,1
seed4_row109109,1
seed4_row109111,1
seed4_row109112,1
seed4_row109113,1
seed4_row109115,1
seed4_row109116,1
seed4_row109117,1
seed4_row109119,1
seed4_row109127,1
seed4_row109128,3
seed4_row109130,1
seed4_row109132,1
seed4_row109134,1
seed4_row109135,1
seed4_row109140,1
seed4_row109142,1
seed4_row109144,1
seed4_row109147,1
seed4_row109153,1
seed4_row109158,2
seed4_row109162,1
seed4_row109163,1
seed4_row109166,1
seed4_row109170,1
seed4_row109171,1
seed4_row109173,1
seed4_row109174,1
seed4_row109177,1
seed4_row109179,1
seed4_row109180,1
seed4_row109182,1
seed4_row109183,1
seed4_row109184,1
seed4_row109189,1
seed4_row109192,1
seed4_row109194,1
seed4_row109203,1
seed4_row109206,1
seed4_row109207,1
seed4_row109208,1
seed4_row109219,1
seed4_row109224,1
seed4_row109226,1
seed4_row109227,1
seed4_row109231,1
seed4_row109234,1
seed4_row109236,1
seed4_row109238,1
seed4_row109239,1
seed4_row109244,1
seed4_row109245,1
seed4_row109246,1
seed4_row109249,1
seed4_row109251,4
seed4_row109252,1
seed4_row109255,1
seed4_row109258,1
seed4_row109259,1
seed4_row109260,1
seed4_row109262,1
seed4_row109264,1
seed4_row109269,1
seed4_row109270,1
seed4_row109274,1
seed4_row109275,1
seed4_row109279,1
seed4_row109280,1
seed4_row109282,1
seed4_row109283,1
seed4_row109286,1
seed4_row109288,1
seed4_row109290,1
seed4_row109291,1
seed4_row109299,1
seed4_row109303,1
seed4_row109307,1
seed4_row109312,1
seed4_row109316,1
seed4_row109318,1
seed4_row109323,6
seed4_row109325,1
seed4_row109331,1
seed4_row109333,1
seed4_row109334,1
seed4_row109336,1
seed4_row109339,1
seed4_row109340,1
seed4_row109341,1
seed4_row109342,1
seed4_row109344,1
seed4_row109345,1
seed4_row109347,1
seed4_row109351,1
seed4_row109354,2
seed4_row109355,1
seed4_row109360,5
seed4_row109362,1
seed4_row109364,1
seed4_row109365,1
seed4_row109367,1
seed4_row109368,1
seed4_row109370,1
seed4_row109371,1
seed4_row109375,1
seed4_row109379,1
seed4_row109384,1
seed4_row109386,1
seed4_row109392,1
seed4_row109393,1
seed4_row109397,1
seed4_row109401,1
seed4_row109404,1
seed4_row109409,1
seed4_row109411,1
seed4_row109414,1
seed4_row109415,1
seed4_row109417,2
seed4_row109423,1
seed4_row109428,1
seed4_row109429,1
seed4_row109431,1
seed4_row109440,1
seed4_row109443,4
seed4_row109445,1
seed4_row109446,1
seed4_row109449,1
seed4_row109452,1
seed4_row109453,1
seed4_row109454,1
seed4_row109455,1
seed4_row109458,2
seed4_row109459,1
seed4_row109460,1
seed4_row109461,2
seed4_row109462,1
seed4_row109463,1
seed4_row109464,1
seed4_row109472,1
seed4_row109473,1
seed4_row109477,1
seed4_row109482,1
seed4_row109485,1
seed4_row109486,1
seed4_row109488,1
seed4_row109490,12
seed4_row109491,1
seed4_row109494,1
seed4_row109495,1
seed4_row109496,1
seed4_row109497,2
seed4_row109498,1
seed4_row109501,1
seed4_row109504,1
seed4_row109507,1
seed4_row109508,1
seed4_row109510,1
seed4_row109511,1
seed4_row109512,1
seed4_row109513,1
seed4_row109514,1
seed4_row109516,1
seed4_row109517,1
seed4_row109519,1
seed4_row109520,1
seed4_row109521,1
seed4_row109523,1
seed4_row109525,1
seed4_row109527,1
seed4_row109528,1
seed4_row109529,1
seed4_row109531,1
seed4_row109534,1
seed4_row109536,1
seed4_row109542,1
seed4_row109543,1
seed4_row109544,1
seed4_row109546,1
seed4_row109547,1
seed4_row109550,1
seed4_row109554,1
seed4_row109557,1
seed4_row109559,1
seed4_row109561,1
seed4_row109565,1
seed4_row109567,2
seed4_row109570,1
seed4_row109573,1
seed4_row109575,1
seed4_row109577,1
seed4_row109578,1
seed4_row109582,1
seed4_row109583,1
seed4_row109585,1
seed4_row109587,1
seed4_row109589,1
seed4_row109591,1
seed4_row109592,1
seed4_row109593,1
seed4_row109594,1
seed4_row109597,1
seed4_row109600,1
seed4_row109601,1
seed4_row109603,1
seed4_row109605,1
seed4_row109606,2
seed4_row109607,1
seed4_row109609,1
seed4_row109610,1
seed4_row109613,1
seed4_row109616,1
seed4_row109622,1
seed4_row109623,1
seed4_row109624,1
seed4_row109626,1
seed4_row109627,1
seed4_row109629,1
seed4_row109630,1
seed4_row109632,1
seed4_row109633,1
seed4_row109634,1
seed4_row109636,1
seed4_row109639,1
seed4_row109642,1
seed4_row109648,1
seed4_row109649,1
seed4_row109650,2
seed4_row109651,1
seed4_row109657,1
seed4_row109658,1
seed4_row109662,1
seed4_row109672,2
seed4_row109675,1
seed4_row109678,1
seed4_row109679,1
seed4_row109681,1
seed4_row109682,1
seed4_row109684,1
seed4_row109686,1
seed4_row109687,1
seed4_row109688,1
seed4_row109689,1
seed4_row109692,1
seed4_row109695,2
seed4_row109696,1
seed4_row109698,1
seed4_row109699,1
seed4_row109700,1
seed4_row109702,1
seed4_row109704,1
seed4_row109705,1
seed4_row109709,1
seed4_row109714,1
seed4_row109717,1
seed4_row109719,1
seed4_row109723,1
seed4_row109724,1
seed4_row109726,1
seed4_row109728,1
seed4_row109729,1
seed4_row109730,1
seed4_row109732,1
seed4_row109734,1
seed4_row109735,1
seed4_row109736,1
seed4_row109740,1
seed4_row109742,1
seed4_row109746,1
seed4_row109748,1
seed4_row109751,1
seed4_row109752,1
seed4_row109753,1
seed4_row109754,1
seed4_row109755,2
seed4_row109757,1
seed4_row109760,1
seed4_row109763,1
seed4_row109765,1
seed4_row109766,1
seed4_row109768,1
seed4_row109770,1
seed4_row109773,1
seed4_row109774,1
seed4_row109775,1
seed4_row109779,1
seed4_row109781,1
seed4_row109782,1
seed4_row109783,1
seed4_row109789,2
seed4_row109791,1
seed4_row109792,1
seed4_row109799,1
seed4_row109800,1
seed4_row109806,1
seed4_row109807,1
seed4_row109809,1
seed4_row109811,1
seed4_row109812,1
seed4_row109817,1
seed4_row109827,1
seed4_row109829,1
seed4_row109832,1
seed4_row109834,1
seed4_row109835,1
seed4_row109837,1
seed4_row109838,1
seed4_row109840,1
seed4_row109842,1
seed4_row109844,1
seed4_row109845,1
seed4_row109846,1
seed4_row109848,1
seed4_row109849,1
seed4_row109851,1
seed4_row109852,1
seed4_row109857,7
seed4_row109858,1
seed4_row109859,1
seed4_row109860,1
seed4_row109863,1
seed4_row109867,3
seed4_row109869,1
seed4_row109870,1
seed4_row109871,1
seed4_row109872,1
seed4_row109881,1
seed4_row109884,1
seed4_row109889,1
seed4_row109890,1
seed4_row109894,1
seed4_row109896,1
seed4_row109897,2
seed4_row109898,26
seed4_row109899,1
seed4_row109900,1
seed4_row109901,1
seed4_row109904,1
seed4_row109905,1
seed4_row109906,1
seed4_row109910,1
seed4_row109913,1
seed4_row109914,1
seed4_row109915,1
seed4_row109927,1
seed4_row109933,1
seed4_row109938,1
seed4_row109940,1
seed4_row109942,8
seed4_row109943,1
seed4_row109945,1
seed4_row109946,1
seed4_row109947,1
seed4_row109948,1
seed4_row109949,1
seed4_row109950,1
seed4_row109955,1
seed4_row109956,1
seed4_row109957,1
seed4_row109960,1
seed4_row109964,1
seed4_row109965,1
seed4_row109967,1
seed4_row109969,1
seed4_row109972,3
seed4_row109973,1
seed4_row109986,1
seed4_row109987,1
seed4_row109988,1
seed4_row109989,1
seed4_row109990,1
seed4_row109995,1
seed4_row109996,1
seed4_row109997,1
seed4_row109999,1
seed4_row110002,1
seed4_row110005,1
seed4_row110013,1
seed4_row110016,2
seed4_row110017,1
seed4_row110018,1
seed4_row110020,1
seed4_row110022,1
seed4_row110027,1
seed4_row110033,1
seed4_row110034,1
seed4_row110039,1
seed4_row110040,1
seed4_row110042,1
seed4_row110049,1
seed4_row110051,2
seed4_row110052,1
seed4_row110054,1
seed4_row110055,1
seed4_row110056,2
seed4_row110061,2
seed4_row110062,1
seed4_row110067,1
seed4_row110069,1
seed4_row110072,1
seed4_row110073,1
seed4_row110076,1
seed4_row110077,1
seed4_row110079,1
seed4_row110081,1
