cluster_rep,size
seed4_row113434,1
seed4_row113436,1
seed4_row113438,1
seed4_row113441,1
seed4_row113444,1
seed4_row113446,1
seed4_row113448,1
seed4_row113450,1
seed4_row113452,1
seed4_row113453,1
seed4_row113454,1
seed4_row113459,1
seed4_row113462,1
seed4_row113463,1
seed4_row113465,1
seed4_row113468,1
seed4_row113469,1
seed4_row113470,1
seed4_row113476,2
seed4_row113480,1
seed4_row113483,2
seed4_row113486,1
seed4_row113488,1
seed4_row113489,1
seed4_row113490,1
seed4_row113492,1
seed4_row113493,1
seed4_row113495,1
seed4_row113501,1
seed4_row113502,2
seed4_row113503,1
seed4_row113505,1
seed4_row113506,1
seed4_row113511,1
seed4_row113512,1
seed4_row113514,1
seed4_row113520,1
seed4_row113522,1
seed4_row113523,1
seed4_row113525,1
seed4_row113526,1
seed4_row113529,1
seed4_row113530,1
seed4_row113531,1
seed4_row113533,1
seed4_row113535,1
seed4_row113536,1
seed4_row113541,1
seed4_row113543,1
seed4_row113546,1
seed4_row113549,1
seed4_row113550,1
seed4_row113551,1
seed4_row113552,1
seed4_row113554,1
seed4_row113555,1
seed4_row113556,1
seed4_row113557,1
seed4_row113558,1
seed4_row113559,1
seed4_row113560,1
seed4_row113561,1
seed4_row113563,1
seed4_row113564,1
seed4_row113566,1
seed4_row113567,1
seed4_row113571,1
seed4_row113572,2
seed4_row113576,1
seed4_row113577,1
seed4_row113578,1
seed4_row113579,1
seed4_row113580,1
seed4_row113581,1
seed4_row113584,1
seed4_row113587,1
seed4_row113589,1
seed4_row113591,1
seed4_row113594,1
seed4_row113595,1
seed4_row113596,1
seed4_row113598,2
seed4_row113599,1
seed4_row113600,1
seed4_row113605,1
seed4_row113613,1
seed4_row113619,1
seed4_row113621,1
seed4_row113624,1
seed4_row113626,1
seed4_row113627,1
seed4_row113632,1
seed4_row113633,1
seed4_row113638,1
seed4_row113639,1
seed4_row113640,1
seed4_row113641,1
seed4_row113643,2
seed4_row113651,2
seed4_row113654,1
seed4_row113655,1
seed4_row113658,1
seed4_row113659,1
seed4_row113661,1
seed4_row113665,1
seed4_row113667,1
seed4_row113668,1
seed4_row113678,1
seed4_row113681,1
seed4_row113683,1
seed4_row113684,1
seed4_row113692,1
seed4_row113696,1
seed4_row113699,1
seed4_row113703,1
seed4_row113704,3
seed4_row113705,2
seed4_row113707,1
seed4_row113708,1
seed4_row113710,1
seed4_row113712,1
seed4_row113714,1
seed4_row113718,1
seed4_row113719,1
seed4_row113720,1
seed4_row113721,1
seed4_row113722,1
seed4_row113724,1
seed4_row113725,1
seed4_row113726,1
seed4_row113727,1
seed4_row113728,1
seed4_row113729,3
seed4_row113730,1
seed4_row113735,1
seed4_row113736,2
seed4_row113739,1
seed4_row113740,1
seed4_row113743,2
seed4_row113744,1
seed4_row113747,1
seed4_row113749,2
seed4_row113751,1
seed4_row113752,1
seed4_row113754,1
seed4_row113755,1
seed4_row113757,1
seed4_row113758,1
seed4_row113759,1
seed4_row113760,1
seed4_row113764,1
seed4_row113765,1
seed4_row113767,1
seed4_row113769,1
seed4_row113772,1
seed4_row113774,1
seed4_row113775,1
seed4_row113776,1
seed4_row113777,1
seed4_row113778,1
seed4_row113780,1
seed4_row113781,1
seed4_row113784,1
seed4_row113789,1
seed4_row113792,1
seed4_row113795,1
seed4_row113799,1
seed4_row113800,2
seed4_row113802,1
seed4_row113804,1
seed4_row113807,1
seed4_row113808,1
seed4_row113811,1
seed4_row113812,1
seed4_row113816,1
seed4_row113819,1
seed4_row113820,1
seed4_row113821,1
seed4_row113824,1
seed4_row113826,1
seed4_row113828,1
seed4_row113830,1
seed4_row113833,1
seed4_row113834,1
seed4_row113835,1
seed4_row113836,1
seed4_row113838,1
seed4_row113840,1
seed4_row113841,1
seed4_row113842,1
seed4_row113843,1
seed4_row113845,1
seed4_row113846,1
seed4_row113850,1
seed4_row113852,1
seed4_row113854,1
seed4_row113855,1
seed4_row113860,1
seed4_row113861,1
seed4_row113867,1
seed4_row113868,1
seed4_row113879,1
seed4_row113881,1
seed4_row113882,1
seed4_row113884,1
seed4_row113885,2
seed4_row113890,2
seed4_row113893,1
seed4_row113903,1
seed4_row113905,1
seed4_row113908,1
seed4_row113914,1
seed4_row113919,1
seed4_row113920,236
seed4_row113922,1
seed4_row113925,1
seed4_row113927,1
seed4_row113930,1
seed4_row113931,1
seed4_row113937,3
seed4_row113939,1
seed4_row113941,1
seed4_row113943,1
seed4_row113946,2
seed4_row113949,1
seed4_row113950,1
seed4_row113951,1
seed4_row113953,1
seed4_row113954,1
seed4_row113955,1
seed4_row113956,1
seed4_row113958,1
seed4_row113961,1
seed4_row113962,1
seed4_row113966,1
seed4_row113968,1
seed4_row113971,1
seed4_row113972,1
seed4_row113973,27
seed4_row113974,1
seed4_row113975,1
seed4_row113976,1
seed4_row113979,1
seed4_row113982,1
seed4_row113983,1
seed4_row113986,3
seed4_row113988,4
seed4_row113990,2
seed4_row113991,2
seed4_row113994,1
seed4_row114000,1
seed4_row114002,1
seed4_row114004,1
seed4_row114005,1
seed4_row114006,1
seed4_row114008,1
seed4_row114009,1
seed4_row114012,2
seed4_row114015,1
seed4_row114022,1
seed4_row114023,1
seed4_row114027,1
seed4_row114028,1
seed4_row114035,1
seed4_row114037,1
seed4_row114038,1
seed4_row114039,1
seed4_row114044,1
seed4_row114046,9
seed4_row114048,1
seed4_row114049,1
seed4_row114054,1
seed4_row114058,1
seed4_row114059,1
seed4_row114062,1
seed4_row114066,1
seed4_row114068,1
seed4_row114069,1
seed4_row114072,1
seed4_row114076,1
seed4_row114081,1
seed4_row114086,1
seed4_row114090,1
seed4_row114091,1
seed4_row114092,1
seed4_row114093,1
seed4_row114095,1
seed4_row114096,4
seed4_row114097,1
seed4_row114101,2
seed4_row114103,1
seed4_row114105,1
seed4_row114109,1
seed4_row114110,1
seed4_row114111,1
seed4_row114116,1
seed4_row114120,1
seed4_row114121,1
seed4_row114122,1
seed4_row114124,1
seed4_row114125,1
seed4_row114127,1
seed4_row114128,4
seed4_row114129,1
seed4_row114131,1
seed4_row114134,1
seed4_row114135,1
seed4_row114141,1
seed4_row114142,1
seed4_row114145,1
seed4_row114146,3
seed4_row114148,1
seed4_row114151,1
seed4_row114155,1
seed4_row114157,1
seed4_row114162,1
seed4_row114165,1
seed4_row114169,1
seed4_row114182,1
seed4_row114189,1
seed4_row114190,1
seed4_row114192,2
seed4_row114196,7
seed4_row114199,1
seed4_row114201,1
seed4_row114202,1
seed4_row114203,1
seed4_row114206,1
seed4_row114207,1
seed4_row114208,1
seed4_row114211,1
seed4_row114216,1
seed4_row114219,1
seed4_row114222,1
seed4_row114224,1
seed4_row114227,1
seed4_row114232,1
seed4_row114233,1
seed4_row114234,1
seed4_row114236,1
seed4_row114242,1
seed4_row114245,1
seed4_row114247,1
seed4_row114250,1
seed4_row114251,1
seed4_row114252,1
seed4_row114256,1
seed4_row114258,1
seed4_row114259,1
seed4_row114262,1
seed4_row114263,1
seed4_row114267,1
seed4_row114270,1
seed4_row114271,1
seed4_row114273,1
seed4_row114279,1
seed4_row114286,1
seed4_row114289,1
seed4_row114294,1
seed4_row114295,1
seed4_row114303,1
seed4_row114304,1
seed4_row114305,1
seed4_row114306,1
seed4_row114308,1
seed4_row114309,1
seed4_row114311,1
seed4_row114312,2
seed4_row114315,1
seed4_row114320,1
seed4_row114321,1
seed4_row114322,1
seed4_row114333,1
seed4_row114337,1
seed4_row114338,1
seed4_row114342,1
seed4_row114345,1
seed4_row114354,1
seed4_row114358,1
seed4_row114360,1
seed4_row114361,1
seed4_row114362,1
seed4_row114367,1
seed4_row114369,1
seed4_row114376,1
seed4_row114377,1
seed4_row114381,1
seed4_row114384,1
seed4_row114390,1
seed4_row114392,1
seed4_row114395,1
seed4_row114396,1
seed4_row114397,1
seed4_row114400,1
seed4_row114401,1
seed4_row114402,1
seed4_row114403,1
seed4_row114405,2
seed4_row114407,1
seed4_row114408,2
seed4_row114409,1
seed4_row114412,1
seed4_row114418,1
seed4_row114419,1
seed4_row114421,1
seed4_row114422,1
seed4_row114423,1
seed4_row114428,1
seed4_row114429,1
seed4_row114432,1
seed4_row114434,1
seed4_row114439,1
seed4_row114440,1
seed4_row114452,1
seed4_row114453,1
seed4_row114454,2
seed4_row114457,1
seed4_row114458,2
seed4_row114459,1
seed4_row114460,1
seed4_row114462,1
seed4_row114466,1
seed4_row114467,1
seed4_row114468,1
seed4_row114469,1
seed4_row114473,1
seed4_row114476,1
seed4_row114481,1
seed4_row114483,1
seed4_row114484,1
seed4_row114487,1
seed4_row114488,1
seed4_row114491,1
seed4_row114494,1
seed4_row114495,1
seed4_row114501,1
seed4_row114502,1
seed4_row114504,1
seed4_row114506,1
seed4_row114509,1
seed4_row114514,1
seed4_row114515,1
seed4_row114519,1
seed4_row114524,1
seed4_row114525,3
seed4_row114526,1
seed4_row114527,4
seed4_row114530,1
seed4_row114532,1
seed4_row114537,1
seed4_row114541,1
seed4_row114543,1
seed4_row114544,1
seed4_row114545,1
seed4_row114549,1
seed4_row114556,1
seed4_row114558,1
seed4_row114559,1
seed4_row114560,1
seed4_row114562,1
seed4_row114563,1
seed4_row114564,1
seed4_row114565,1
seed4_row114567,1
seed4_row114568,1
seed4_row114569,1
seed4_row114571,1
seed4_row114574,1
seed4_row114582,1
seed4_row114583,1
seed4_row114585,1
seed4_row114587,1
seed4_row114592,1
seed4_row114605,1
seed4_row114606,1
seed4_row114609,1
seed4_row114615,1
seed4_row114618,1
seed4_row114621,1
seed4_row114625,1
seed4_row114626,1
seed4_row114629,1
seed4_row114631,1
seed4_row114637,1
seed4_row114639,1
seed4_row114640,1
seed4_row114642,1
seed4_row114643,1
seed4_row114647,1
seed4_row114648,1
seed4_row114649,1
seed4_row114650,1
seed4_row114654,1
seed4_row114656,1
seed4_row114657,1
seed4_row114658,1
seed4_row114662,1
seed4_row114664,1
seed4_row114665,1
seed4_row114667,1
seed4_row114668,1
seed4_row114669,1
seed4_row114672,1
seed4_row114679,1
seed4_row114682,1
seed4_row114683,1
seed4_row114686,1
seed4_row114690,1
seed4_row114692,1
seed4_row114693,1
seed4_row114696,1
seed4_row114697,1
seed4_row114701,2
seed4_row114702,1
seed4_row114703,1
seed4_row114704,1
seed4_row114707,1
seed4_row114710,1
seed4_row114712,1
seed4_row114713,1
seed4_row114714,1
seed4_row114716,1
seed4_row114717,1
seed4_row114726,1
seed4_row114727,1
seed4_row114728,1
seed4_row114730,1
seed4_row114734,1
seed4_row114737,1
seed4_row114739,1
seed4_row114740,1
seed4_row114744,1
seed4_row114745,1
seed4_row114749,1
seed4_row114750,1
seed4_row114751,1
seed4_row114755,6
seed4_row114756,1
seed4_row114759,1
seed4_row114766,1
seed4_row114771,1
seed4_row114773,1
seed4_row114774,2
seed4_row114777,1
seed4_row114781,1
seed4_row114782,1
seed4_row114783,1
seed4_row114784,1
seed4_row114786,1
seed4_row114790,1
seed4_row114791,1
seed4_row114794,1
seed4_row114797,1
seed4_row114800,1
seed4_row114801,1
seed4_row114803,1
seed4_row114804,1
seed4_row114805,1
seed4_row114806,1
seed4_row114807,1
seed4_row114809,1
seed4_row114810,1
seed4_row114811,1
seed4_row114816,1
seed4_row114817,1
seed4_row114818,1
seed4_row114821,1
seed4_row114824,1
seed4_row114825,1
seed4_row114827,1
seed4_row114828,1
seed4_row114832,1
seed4_row114833,1
seed4_row114842,1
seed4_row114843,1
seed4_row114845,1
seed4_row114848,1
seed4_row114850,1
seed4_row114852,1
seed4_row114854,1
seed4_row114855,1
seed4_row114856,1
seed4_row114858,1
seed4_row114859,1
seed4_row114860,1
seed4_row114861,1
seed4_row114862,1
seed4_row114863,1
seed4_row114866,1
seed4_row114868,1
seed4_row114870,1
seed4_row114871,1
seed4_row114876,1
seed4_row114883,1
seed4_row114885,5
seed4_row114887,1
seed4_row114888,1
seed4_row114889,1
seed4_row114899,1
seed4_row114902,1
seed4_row114905,2
seed4_row114907,1
seed4_row114908,1
seed4_row114912,1
seed4_row114913,1
seed4_row114915,1
seed4_row114918,1
seed4_row114921,1
seed4_row114924,2
seed4_row114927,1
seed4_row114929,1
seed4_row114930,1
seed4_row114932,1
seed4_row114937,1
seed4_row114939,1
seed4_row114944,1
seed4_row114950,1
seed4_row114951,1
seed4_row114952,1
seed4_row114953,1
seed4_row114955,1
seed4_row114957,1
seed4_row114968,1
seed4_row114972,1
seed4_row114973,1
seed4_row114974,1
seed4_row114975,1
seed4_row114977,1
seed4_row114978,1
seed4_row114983,1
seed4_row114984,1
seed4_row114986,1
seed4_row114990,2
seed4_row114992,1
seed4_row114993,1
seed4_row114994,1
seed4_row114995,1
seed4_row115000,1
seed4_row115003,1
seed4_row115004,1
seed4_row115005,1
seed4_row115009,1
seed4_row115014,1
seed4_row115015,1
seed4_row115016,1
seed4_row115018,1
seed4_row115019,1
seed4_row115021,4
seed4_row115022,1
seed4_row115025,1
seed4_row115026,4
seed4_row115027,1
seed4_row115028,1
seed4_row115029,1
seed4_row115036,1
seed4_row115042,1
seed4_row115044,1
seed4_row115045,1
seed4_row115046,1
seed4_row115050,1
seed4_row115053,1
seed4_row115055,1
seed4_row115057,1
seed4_row115061,1
seed4_row115062,1
seed4_row115063,1
seed4_row115068,1
seed4_row115073,4
seed4_row115076,1
seed4_row115078,2
seed4_row115081,1
seed4_row115087,1
seed4_row115089,1
seed4_row115090,1
seed4_row115091,1
seed4_row115097,1
seed4_row115098,2
seed4_row115100,1
seed4_row115101,1
seed4_row115106,2
seed4_row115111,1
seed4_row115112,1
seed4_row115114,1
seed4_row115115,1
seed4_row115118,1
seed4_row115120,1
seed4_row115125,1
seed4_row115127,1
seed4_row115132,1
seed4_row115136,2
seed4_row115137,1
seed4_row115141,1
seed4_row115142,1
seed4_row115143,2
seed4_row115144,1
seed4_row115148,1
seed4_row115150,1
seed4_row115151,1
seed4_row115155,1
seed4_row115156,1
seed4_row115159,1
seed4_row115160,1
seed4_row115161,1
seed4_row115163,1
seed4_row115166,1
seed4_row115167,1
seed4_row115172,1
seed4_row115174,1
seed4_row115178,1
seed4_row115180,1
seed4_row115182,1
seed4_row115183,1
seed4_row115188,1
seed4_row115194,1
seed4_row115198,1
seed4_row115200,1
seed4_row115203,3
seed4_row115204,1
seed4_row115205,1
seed4_row115207,1
seed4_row115208,1
seed4_row115209,1
seed4_row115211,1
seed4_row115212,1
seed4_row115214,1
seed4_row115217,1
seed4_row115218,1
seed4_row115219,1
seed4_row115220,1
seed4_row115223,1
seed4_row115224,1
seed4_row115226,1
seed4_row115229,1
seed4_row115234,3
seed4_row115235,1
seed4_row115236,1
seed4_row115241,1
seed4_row115242,1
seed4_row115247,1
seed4_row115248,1
seed4_row115249,1
seed4_row115251,2
seed4_row115253,1
seed4_row115254,1
seed4_row115255,1
seed4_row115256,1
seed4_row115258,1
seed4_row115261,2
seed4_row115262,1
seed4_row115264,1
seed4_row115271,1
seed4_row115272,1
seed4_row115273,1
seed4_row115275,3
seed4_row115276,1
seed4_row115279,1
seed4_row115280,1
seed4_row115287,1
seed4_row115289,3
seed4_row115291,1
seed4_row115293,1
seed4_row115294,1
seed4_row115300,1
seed4_row115302,1
seed4_row115307,1
seed4_row115310,1
seed4_row115312,1
seed4_row115313,1
seed4_row115314,1
seed4_row115320,1
seed4_row115321,1
seed4_row115323,2
seed4_row115324,1
seed4_row115325,1
seed4_row115327,1
seed4_row115332,1
seed4_row115333,2
seed4_row115335,1
seed4_row115336,1
seed4_row115344,1
seed4_row115345,1
seed4_row115347,1
seed4_row115348,1
seed4_row115350,1
seed4_row115351,1
seed4_row115353,2
seed4_row115355,1
seed4_row115356,1
seed4_row115357,1
seed4_row115358,1
seed4_row115360,1
seed4_row115361,1
seed4_row115364,1
seed4_row115365,1
seed4_row115367,2
seed4_row115370,1
seed4_row115371,1
seed4_row115372,1
seed4_row115374,3
seed4_row115378,1
seed4_row115380,1
seed4_row115381,1
seed4_row115384,1
seed4_row115389,1
seed4_row115390,1
seed4_row115391,1
seed4_row115392,1
seed4_row115393,1
seed4_row115394,1
seed4_row115399,1
seed4_row115400,1
seed4_row115401,1
seed4_row115404,1
seed4_row115407,1
seed4_row115410,1
seed4_row115411,1
seed4_row115412,1
seed4_row115413,2
seed4_row115416,1
seed4_row115417,1
seed4_row115418,1
seed4_row115419,1
seed4_row115421,1
seed4_row115426,1
seed4_row115429,1
seed4_row115430,1
seed4_row115435,2
seed4_row115437,1
seed4_row115442,1
seed4_row115443,1
seed4_row115448,1
seed4_row115453,3
seed4_row115454,1
seed4_row115455,1
seed4_row115456,1
seed4_row115457,1
seed4_row115458,1
seed4_row115461,1
seed4_row115463,1
seed4_row115464,1
seed4_row115465,1
seed4_row115467,1
seed4_row115469,1
seed4_row115470,1
seed4_row115471,1
seed4_row115475,1
seed4_row115476,1
seed4_row115477,1
seed4_row115478,1
seed4_row115480,1
seed4_row115481,1
seed4_row115483,1
seed4_row115492,1
seed4_row115494,1
seed4_row115496,1
seed4_row115497,1
seed4_row115502,1
seed4_row115506,1
seed4_row115509,2
seed4_row115512,1
seed4_row115517,1
seed4_row115518,1
seed4_row115520,1
seed4_row115526,1
seed4_row115528,1
seed4_row115529,1
seed4_row115531,1
seed4_row115532,1
seed4_row115542,1
seed4_row115543,1
seed4_row115544,1
seed4_row115547,1
seed4_row115548,1
seed4_row115551,1
seed4_row115553,1
seed4_row115558,1
seed4_row115559,1
seed4_row115560,1
seed4_row115563,1
seed4_row115568,1
seed4_row115571,1
seed4_row115572,1
seed4_row115578,1
seed4_row115584,1
seed4_row115586,1
seed4_row115588,1
seed4_row115591,1
seed4_row115592,1
seed4_row115595,1
seed4_row115596,1
seed4_row115597,1
seed4_row115599,1
seed4_row115604,2
seed4_row115606,1
seed4_row115608,1
seed4_row115610,1
seed4_row115611,1
seed4_row115612,1
seed4_row115613,1
seed4_row115614,1
seed4_row115616,1
seed4_row115618,1
seed4_row115619,1
seed4_row115621,1
seed4_row115623,1
seed4_row115628,1
seed4_row115631,1
seed4_row115632,1
seed4_row115634,1
seed4_row115635,1
seed4_row115637,1
seed4_row115643,1
seed4_row115648,1
seed4_row115649,1
seed4_row115652,1
seed4_row115653,1
seed4_row115655,1
seed4_row115657,6
seed4_row115658,1
seed4_row115663,1
seed4_row115669,1
seed4_row115677,1
seed4_row115679,1
seed4_row115680,1
seed4_row115681,1
seed4_row115682,1
seed4_row115683,1
seed4_row115684,1
seed4_row115685,1
seed4_row115686,1
seed4_row115687,1
seed4_row115694,1
seed4_row115700,1
seed4_row115706,1
seed4_row115707,1
seed4_row115710,2
seed4_row115711,1
seed4_row115714,1
seed4_row115716,1
seed4_row115717,1
seed4_row115718,1
seed4_row115723,1
seed4_row115727,1
seed4_row115730,1
seed4_row115733,1
seed4_row115734,1
seed4_row115736,1
seed4_row115739,1
seed4_row115740,1
seed4_row115741,1
seed4_row115744,4
seed4_row115746,1
seed4_row115750,1
seed4_row115752,1
seed4_row115753,1
seed4_row115757,1
seed4_row115761,1
seed4_row115762,1
seed4_row115764,1
seed4_row115767,1
seed4_row115772,1
seed4_row115776,1
seed4_row115777,1
seed4_row115779,1
seed4_row115784,1
seed4_row115785,1
seed4_row115787,1
seed4_row115788,1
seed4_row115789,1
seed4_row115790,1
seed4_row115792,1
seed4_row115798,1
seed4_row115801,2
seed4_row115810,1
seed4_row115812,1
seed4_row115813,1
seed4_row115817,1
seed4_row115818,1
seed4_row115820,1
seed4_row115826,1
seed4_row115827,1
seed4_row115828,1
seed4_row115829,1
seed4_row115830,1
seed4_row115832,1
seed4_row115834,1
seed4_row115835,1
seed4_row115836,1
seed4_row115838,1
seed4_row115841,1
seed4_row115842,1
seed4_row115843,1
seed4_row115844,1
seed4_row115845,1
seed4_row115846,1
seed4_row115848,1
seed4_row115851,1
seed4_row115853,1
seed4_row115855,1
seed4_row115857,1
seed4_row115859,1
seed4_row115860,1
seed4_row115865,1
seed4_row115867,1
seed4_row115869,1
seed4_row115870,1
seed4_row115872,1
seed4_row115873,1
seed4_row115874,1
seed4_row115877,1
seed4_row115878,1
seed4_row115880,1
seed4_row115884,1
seed4_row115888,1
seed4_row115889,1
seed4_row115892,1
seed4_row115893,3
seed4_row115895,1
seed4_row115897,1
seed4_row115900,1
seed4_row115902,4
seed4_row115904,1
seed4_row115906,1
seed4_row115909,1
seed4_row115911,1
seed4_row115916,1
seed4_row115917,1
seed4_row115920,1
seed4_row115934,1
seed4_row115937,1
seed4_row115939,1
seed4_row115942,1
seed4_row115943,1
seed4_row115946,2
seed4_row115948,1
seed4_row115950,1
seed4_row115952,1
seed4_row115955,1
seed4_row115959,1
seed4_row115960,1
seed4_row115962,1
seed4_row115965,1
seed4_row115968,1
seed4_row115972,3
seed4_row115974,1
seed4_row115976,1
seed4_row115980,1
seed4_row115982,1
seed4_row115988,3
seed4_row115989,1
seed4_row115990,1
seed4_row115996,1
seed4_row115997,1
seed4_row115998,1
seed4_row116002,1
seed4_row116003,1
seed4_row116004,1
seed4_row116007,1
seed4_row116008,1
seed4_row116009,1
seed4_row116010,1
seed4_row116016,1
seed4_row116018,1
seed4_row116019,1
seed4_row116020,5
seed4_row116021,1
seed4_row116026,1
seed4_row116029,2
seed4_row116031,1
seed4_row116033,1
seed4_row116034,1
seed4_row116040,1
seed4_row116041,1
seed4_row116042,1
seed4_row116043,1
seed4_row116046,1
seed4_row116052,1
seed4_row116056,1
seed4_row116057,1
seed4_row116061,2
seed4_row116063,1
seed4_row116064,1
seed4_row116073,1
seed4_row116077,1
seed4_row116078,1
seed4_row116086,1
seed4_row116090,1
seed4_row116092,1
seed4_row116093,1
seed4_row116094,2
seed4_row116096,1
seed4_row116099,7
seed4_row116101,1
seed4_row116104,1
seed4_row116111,1
seed4_row116112,1
seed4_row116113,1
seed4_row116114,1
seed4_row116115,1
seed4_row116117,1
seed4_row116119,1
seed4_row116120,1
seed4_row116122,1
seed4_row116123,1
seed4_row116132,1
seed4_row116135,1
seed4_row116136,1
seed4_row116139,1
seed4_row116140,2
seed4_row116141,1
seed4_row116142,1
seed4_row116143,1
seed4_row116149,1
seed4_row116152,1
seed4_row116153,1
seed4_row116154,1
seed4_row116155,1
seed4_row116164,1
seed4_row116166,1
seed4_row116167,2
seed4_row116169,1
seed4_row116177,1
seed4_row116178,1
seed4_row116180,1
seed4_row116181,1
seed4_row116182,1
seed4_row116183,1
seed4_row116188,1
seed4_row116190,2
seed4_row116193,1
seed4_row116194,3
seed4_row116195,1
seed4_row116198,1
seed4_row116199,1
seed4_row116200,1
seed4_row116202,1
seed4_row116207,1
seed4_row116208,1
seed4_row116210,1
seed4_row116212,1
seed4_row116213,1
seed4_row116218,1
seed4_row116221,1
seed4_row116222,1
seed4_row116225,1
seed4_row116230,1
seed4_row116232,1
seed4_row116233,1
seed4_row116237,1
seed4_row116238,1
seed4_row116244,1
seed4_row116247,1
seed4_row116249,1
seed4_row116250,1
seed4_row116258,1
seed4_row116259,1
seed4_row116260,1
seed4_row116264,3
seed4_row116265,1
seed4_row116266,1
seed4_row116267,1
seed4_row116269,1
seed4_row116271,1
seed4_row116276,1
seed4_row116282,2
seed4_row116285,1
seed4_row116290,1
seed4_row116292,1
seed4_row116293,1
seed4_row116294,1
seed4_row116303,1
seed4_row116305,1
seed4_row116306,1
seed4_row116307,3
seed4_row116309,1
seed4_row116310,1
seed4_row116311,1
seed4_row116312,1
seed4_row116313,5
seed4_row116314,7
seed4_row116315,1
seed4_row116320,1
seed4_row116322,1
seed4_row116324,1
seed4_row116327,1
seed4_row116330,1
seed4_row116339,2
seed4_row116341,1
seed4_row116344,1
seed4_row116347,4
seed4_row116349,1
seed4_row116350,6
seed4_row116351,1
seed4_row116353,1
seed4_row116355,1
seed4_row116356,1
seed4_row116357,1
seed4_row116358,1
seed4_row116361,1
seed4_row116362,1
seed4_row116365,1
seed4_row116369,1
seed4_row116371,2
seed4_row116373,1
seed4_row116374,1
seed4_row116375,1
seed4_row116380,2
seed4_row116381,1
seed4_row116388,1
seed4_row116390,1
seed4_row116393,1
seed4_row116395,1
seed4_row116400,1
seed4_row116401,1
seed4_row116407,1
seed4_row116408,1
seed4_row116409,1
seed4_row116414,1
seed4_row116415,1
seed4_row116419,1
seed4_row116421,1
seed4_row116430,1
seed4_row116431,1
seed4_row116432,1
seed4_row116433,1
seed4_row116434,1
seed4_row116436,1
seed4_row116437,1
seed4_row116439,1
seed4_row116441,1
seed4_row116445,1
seed4_row116450,1
seed4_row116452,1
seed4_row116453,1
seed4_row116454,1
seed4_row116455,1
seed4_row116457,1
seed4_row116461,1
seed4_row116463,1
seed4_row116466,1
seed4_row116468,1
seed4_row116469,1
seed4_row116470,1
seed4_row116472,1
seed4_row116477,1
seed4_row116486,1
seed4_row116487,1
seed4_row116490,2
seed4_row116492,1
seed4_row116493,1
seed4_row116495,2
seed4_row116497,1
seed4_row116500,1
seed4_row116503,1
seed4_row116506,1
seed4_row116511,1
seed4_row116512,1
seed4_row116514,1
seed4_row116516,1
seed4_row116517,1
seed4_row116518,1
seed4_row116520,1
seed4_row116525,1
seed4_row116526,1
seed4_row116528,1
seed4_row116529,1
seed4_row116530,1
seed4_row116535,1
seed4_row116542,1
seed4_row116544,1
seed4_row116545,1
seed4_row116547,1
seed4_row116549,1
seed4_row116550,1
seed4_row116552,1
seed4_row116554,1
seed4_row116560,1
seed4_row116561,1
seed4_row116567,1
seed4_row116569,1
seed4_row116573,1
seed4_row116574,1
seed4_row116576,1
seed4_row116580,1
seed4_row116583,1
seed4_row116585,1
seed4_row116587,1
seed4_row116588,1
seed4_row116590,1
seed4_row116593,1
seed4_row116594,1
seed4_row116595,1
seed4_row116599,1
seed4_row116601,1
seed4_row116602,1
seed4_row116603,1
seed4_row116608,1
seed4_row116611,1
seed4_row116613,1
seed4_row116614,1
seed4_row116615,1
seed4_row116619,1
seed4_row116620,1
seed4_row116622,1
seed4_row116625,1
seed4_row116626,1
seed4_row116627,1
seed4_row116630,1
seed4_row116636,1
seed4_row116638,1
seed4_row116642,1
seed4_row116644,1
seed4_row116647,1
seed4_row116649,2
seed4_row116651,1
seed4_row116655,1
seed4_row116656,1
seed4_row116658,1
seed4_row116664,1
seed4_row116665,1
seed4_row116667,1
seed4_row116671,3
seed4_row116674,1
seed4_row116675,1
seed4_row116676,1
seed4_row116677,1
seed4_row116679,1
seed4_row116682,1
seed4_row116684,1
seed4_row116685,1
seed4_row116687,1
seed4_row116690,1
seed4_row116691,1
seed4_row116692,1
seed4_row116694,1
seed4_row116698,1
seed4_row116706,1
seed4_row116713,1
seed4_row116721,1
seed4_row116726,1
seed4_row116728,1
seed4_row116732,1
seed4_row116737,1
seed4_row116739,1
seed4_row116741,1
seed4_row116747,1
seed4_row116750,1
seed4_row116754,1
seed4_row116757,1
seed4_row116760,1
seed4_row116761,1
seed4_row116762,1
seed4_row116767,1
seed4_row116770,1
seed4_row116778,1
seed4_row116784,1
seed4_row116788,1
seed4_row116794,1
seed4_row116796,1
seed4_row116799,1
seed4_row116802,1
seed4_row116804,1
seed4_row116806,1
seed4_row116808,1
seed4_row116817,1
seed4_row116822,1
seed4_row116824,1
seed4_row116825,1
seed4_row116826,1
seed4_row116828,1
seed4_row116829,1
seed4_row116830,1
seed4_row116832,1
seed4_row116833,1
seed4_row116839,1
seed4_row116840,1
seed4_row116841,1
seed4_row116842,1
seed4_row116843,1
seed4_row116850,1
seed4_row116853,1
seed4_row116856,1
seed4_row116857,1
seed4_row116859,1
seed4_row116861,1
seed4_row116863,1
seed4_row116865,1
seed4_row116867,1
seed4_row116870,1
seed4_row116871,1
seed4_row116872,1
seed4_row116873,1
seed4_row116883,1
seed4_row116887,1
seed4_row116892,1
seed4_row116893,1
seed4_row116896,1
seed4_row116898,1
seed4_row116900,1
